USERID,COMP_Uber,COMP_Lyft,ATTENTION,WKYEARS,COVID,STARTTIME.YN,STARTTIME,STOPTIME.YN,STOPTIME,WKHOURS.YN,WKHOURS,TGINCOME.YN,TGINCOME,WEEK.TRIPS,WEEK.TRIPS.RJ,RESP.1,RESP.1.SURGE,RESP.1.WTTIME,RESP.1.RLTIME,RESP.1.LTRIP,RESP.1.PR,RESP.1.SHARED,RESP.2,RESP.2.SURGE,RESP.2.WTTIME,RESP.2.RLTIME,RESP.2.LTRIP,RESP.2.PR,RESP.2.SHARED,RESP.3,RESP.3.SURGE,RESP.3.WTTIME,RESP.3.RLTIME,RESP.3.LTRIP,RESP.3.PR,RESP.3.SHARED,RESP.4,RESP.4.SURGE,RESP.4.WTTIME,RESP.4.RLTIME,RESP.4.LTRIP,RESP.4.PR,RESP.4.SHARED,RESP.5,RESP.5.SURGE,RESP.5.WTTIME,RESP.5.RLTIME,RESP.5.LTRIP,RESP.5.PR,RESP.5.SHARED,RESP.6,RESP.6.SURGE,RESP.6.WTTIME,RESP.6.RLTIME,RESP.6.LTRIP,RESP.6.PR,RESP.6.SHARED,WT.1,RL.1,WTRL.1.INCOME,WTRL.1.HOURS,WTRL.1.SURGE.N3,WTRL.1.WTTIME.N3,WTRL.1.SURGE.N1,WTRL.1.SURGE.N2,WTRL.1.SURGE.N4,WTRL.1.SURGE.N5,WTRL.1.WTTIME.N1,WTRL.1.WTTIME.N2,WTRL.1.WTTIME.N4,WTRL.1.WTTIME.N5,WTRL.1.RTTIME.N1,WTRL.1.RTTIME.N2,WTRL.1.RTTIME.N4,WTRL.1.RTTIME.N5,WT.2,RL.2,WTRL.2.INCOME,WTRL.2.HOURS,WTRL.2.SURGE.N3,WTRL.2.WTTIME.N3,WTRL.2.SURGE.N1,WTRL.2.SURGE.N2,WTRL.2.SURGE.N4,WTRL.2.SURGE.N5,WTRL.2.WTTIME.N1,WTRL.2.WTTIME.N2,WTRL.2.WTTIME.N4,WTRL.2.WTTIME.N5,WTRL.2.RTTIME.N1,WTRL.2.RTTIME.N2,WTRL.2.RTTIME.N4,WTRL.2.RTTIME.N5,WT.3,RL.3,WTRL.3.INCOME,WTRL.3.HOURS,WTRL.3.SURGE.N3,WTRL.3.WTTIME.N3,WTRL.3.SURGE.N1,WTRL.3.SURGE.N2,WTRL.3.SURGE.N4,WTRL.3.SURGE.N5,WTRL.3.WTTIME.N1,WTRL.3.WTTIME.N2,WTRL.3.WTTIME.N4,WTRL.3.WTTIME.N5,WTRL.3.RTTIME.N1,WTRL.3.RTTIME.N2,WTRL.3.RTTIME.N4,WTRL.3.RTTIME.N5,WT.4,RL.4,WTRL.4.INCOME,WTRL.4.HOURS,WTRL.4.SURGE.N3,WTRL.4.WTTIME.N3,WTRL.4.SURGE.N1,WTRL.4.SURGE.N2,WTRL.4.SURGE.N4,WTRL.4.SURGE.N5,WTRL.4.WTTIME.N1,WTRL.4.WTTIME.N2,WTRL.4.WTTIME.N4,WTRL.4.WTTIME.N5,WTRL.4.RTTIME.N1,WTRL.4.RTTIME.N2,WTRL.4.RTTIME.N4,WTRL.4.RTTIME.N5,WT.5,RL.5,WTRL.5.INCOME,WTRL.5.HOURS,WTRL.5.SURGE.N3,WTRL.5.WTTIME.N3,WTRL.5.SURGE.N1,WTRL.5.SURGE.N2,WTRL.5.SURGE.N4,WTRL.5.SURGE.N5,WTRL.5.WTTIME.N1,WTRL.5.WTTIME.N2,WTRL.5.WTTIME.N4,WTRL.5.WTTIME.N5,WTRL.5.RTTIME.N1,WTRL.5.RTTIME.N2,WTRL.5.RTTIME.N4,WTRL.5.RTTIME.N5,WT.6,RL.6,WTRL.6.INCOME,WTRL.6.HOURS,WTRL.6.SURGE.N3,WTRL.6.WTTIME.N3,WTRL.6.SURGE.N1,WTRL.6.SURGE.N2,WTRL.6.SURGE.N4,WTRL.6.SURGE.N5,WTRL.6.WTTIME.N1,WTRL.6.WTTIME.N2,WTRL.6.WTTIME.N4,WTRL.6.WTTIME.N5,WTRL.6.RTTIME.N1,WTRL.6.RTTIME.N2,WTRL.6.RTTIME.N4,WTRL.6.RTTIME.N5,AGE,GENDER,HISPANIC,RACE,IMMG,EDU,STDT,EMPL,EMPL.ANOTHER,ZIPCODE,HHSIZE,CHILD,HHINCOME,INDVINCOME,HEALTH,SOURCE,COMMENTS
MiCn2tvzBFnmXJkbNnhZ,1,1,N4,4,1,0,0,0,0,0,,1,250,15,3,0,0,30,8,1,4.1,0,1,0,0,20,1,4.5,0,0,0,30,20,0,4.5,0,1,16,0,16,1,4.9,0,1,0,8,20,1,4.7,1,1,0,30,12,0,4.9,1,1,1,325,12.8,0,30,16,0,8,0,0,16,0,16,16,30,12,12,1,2,325,10.4,0,8,0,8,0,0,16,0,0,0,30,8,16,8,0,,100,12.8,0,16,0,0,16,0,8,30,0,16,16,4,30,4,0,,100,8,12,0,12,0,0,0,0,16,30,24,12,16,4,4,1,3,250,5.6,16,0,0,0,4,12,30,30,0,0,8,30,12,16,0,,100,8,16,0,8,0,0,0,0,16,0,0,12,30,16,12,47,0,0,2,1,4,0,3,,98198,5,3,7,5,1,3,
nrX6v5HygrsCPX2cr7jY,1,,N4,3,1,0,0,0,0,1,6,0,,7,0,1,0,0,12,1,4.1,0,1,12,0,4,0,4.1,0,1,8,0,4,0,4.9,0,1,0,30,20,0,4.3,1,1,0,16,4,0,4.5,1,1,0,24,16,0,4.9,1,1,1,100,6,0,8,8,0,0,0,0,0,24,0,12,30,8,4,1,3,70,7.8,4,0,0,8,4,0,30,0,0,8,8,4,16,30,1,3,100,2.4,0,0,0,12,0,0,24,0,0,0,12,16,4,16,1,3,160,2.4,12,0,12,4,8,4,0,0,0,0,8,4,12,30,1,2,130,6,0,8,0,16,4,12,0,0,0,0,16,4,12,4,1,3,160,2.4,16,0,8,0,0,4,0,16,8,0,12,16,8,30,59,0,0,4,1,4,0,2,,98188,4,2,5,5,2,3,
imOwAnxZPkzwjLLBiJOK,1,,N4,4,2,1,6,1,16,1,10,1,250,50,0,1,0,24,20,1,4.7,0,1,8,0,12,0,4.7,0,1,4,0,4,0,4.1,1,1,0,24,16,1,4.5,1,1,16,0,16,1,4.7,1,1,16,0,20,1,4.7,1,0,,250,16,0,24,0,8,0,4,8,0,30,0,16,4,30,4,0,,250,13,0,24,0,16,4,0,24,0,0,8,30,8,8,12,1,1,400,7,0,24,8,8,0,8,0,0,8,0,4,8,30,30,0,,100,10,0,0,12,0,0,0,0,30,16,0,30,12,4,12,0,,400,10,0,16,0,4,12,12,0,0,0,0,4,8,16,12,0,,325,13,8,0,4,8,0,16,0,0,8,0,4,12,16,16,32,0,0,2,1,2,0,3,,98188,1,0,7,7,1,3,
kLrIMDHgthRWJfKFhJFR,1,1,N4,4,1,0,0,0,0,0,,0,,20,7,1,0,0,20,0,4.3,0,1,16,0,16,0,4.9,0,1,8,0,4,1,4.1,1,1,8,0,16,1,4.7,1,1,12,0,12,0,4.7,1,1,0,24,12,0,4.7,1,0,,100,12.8,4,0,0,8,8,0,0,0,0,16,12,8,30,8,0,,100,8,0,24,12,16,0,0,0,0,30,0,30,30,16,8,1,2,130,5.6,0,8,12,16,0,16,0,0,30,0,8,8,16,30,0,,160,10.4,16,0,16,0,0,0,0,24,0,0,8,16,16,30,0,,40,3.2,0,24,0,0,16,4,0,16,0,0,4,30,30,8,0,,40,12.8,0,8,0,0,0,0,30,30,30,0,16,4,12,12,36,0,0,2,1,2,0,3,,98168,1,0,1,1,4,3,
AOUwD0yqc2MiYKh9RFFU,,1,N4,4,2,0,0,0,0,0,,0,,70,7,1,0,0,12,1,4.1,0,1,0,8,4,0,4.1,0,1,12,0,8,0,4.1,0,0,8,0,20,0,4.7,1,1,8,0,4,1,4.9,1,1,0,16,12,0,4.9,1,1,3,130,3.2,12,0,8,0,0,0,0,16,0,24,4,16,16,30,1,3,40,3.2,8,0,0,4,8,0,30,0,0,8,30,16,30,16,1,4,40,3.2,4,0,4,0,12,0,0,8,0,16,30,12,8,30,0,,40,10.4,0,0,8,12,4,0,0,0,0,24,8,16,4,16,0,,160,10.4,0,8,0,0,4,12,24,30,0,0,30,4,30,4,0,,70,12.8,4,0,0,4,4,0,0,0,0,30,8,4,8,16,65,0,0,2,1,2,0,3,,98188,3,1,7,6,1,3,
fsAizZCHHagweeX63Q3R,,1,N4,4,2,1,6,1,23.5,1,12,1,175,35,1,1,0,0,20,1,4.1,0,1,0,16,8,1,4.3,0,0,16,0,20,0,4.3,0,1,16,0,8,1,4.5,0,1,4,0,4,0,4.9,0,1,8,0,12,0,4.5,1,1,3,122.5,8.4,0,24,0,0,0,0,16,30,8,8,30,8,16,30,0,,70,19.2,4,0,0,0,0,0,0,30,24,8,30,4,12,8,1,1,175,8.4,0,30,12,0,0,0,0,24,8,30,16,16,30,8,1,4,175,8.4,0,0,0,0,8,0,30,30,0,16,8,30,4,30,1,3,175,12,0,0,0,0,12,0,30,30,0,8,4,8,16,8,0,,227.5,12,0,16,12,8,0,16,0,0,30,0,12,30,12,12,48,0,0,2,1,5,0,3,,98146,7,5,7,6,1,3,
ZioAQ2o4DUJVdTRriRwv,1,1,N4,4,1,0,0,0,0,0,,0,,99,3,1,16,0,4,1,4.1,0,1,12,0,12,1,4.1,0,1,4,0,16,1,4.9,0,0,0,24,20,1,4.9,0,1,16,0,20,1,4.3,1,1,12,0,12,0,4.9,1,1,3,70,3.2,8,0,4,8,16,0,0,0,0,8,12,4,4,12,0,,160,5.6,12,0,0,12,0,0,30,0,24,24,12,8,4,8,0,,160,10.4,8,0,0,4,0,16,0,0,8,0,8,16,8,4,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,39,0,0,2,1,4,2,3,,98188,1,0,6,6,5,3,
9dBnL3fGXpxoOeqTg7Lc,1,1,,4,1,0,0,0,0,0,,1,250,53,0,1,8,0,16,1,4.9,0,1,16,0,4,0,4.9,0,1,0,0,8,0,4.1,1,1,0,8,20,1,4.3,1,1,16,0,12,0,4.3,1,1,0,24,4,1,4.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,1,1,3,0,3,,98204,3,0,7,5,2,3,
9N67lyg3CbuuLbqvej6Q,1,1,N4,4,1,1,9,1,21,1,10,1,200,75,0,1,0,0,20,1,4.3,0,1,0,0,12,0,4.3,0,0,0,24,12,0,4.1,1,1,0,16,16,1,4.3,1,1,12,0,12,0,4.5,1,1,16,0,4,1,4.7,1,0,,140,16,0,8,0,0,8,0,16,30,0,8,16,30,8,30,0,,260,4,8,0,0,0,8,8,24,8,0,0,30,30,4,30,0,,200,7,0,24,0,12,16,0,0,0,0,30,12,8,8,30,0,,140,13,0,30,0,8,4,0,8,0,0,0,12,30,12,4,0,,320,10,12,0,0,8,0,0,16,0,24,0,8,12,4,4,0,,260,16,0,24,0,16,16,16,0,0,0,0,12,8,16,4,40,0,0,4,1,2,0,3,,98003,3,1,6,6,2,3,
vzCf3m2cxAUpfKpG6sJK,1,1,N4,4,2,1,9,1,19,1,9,1,200,0,0,1,0,0,20,1,4.3,0,1,0,0,12,0,4.3,0,1,0,24,12,0,4.1,1,1,0,16,16,1,4.3,1,1,12,0,12,0,4.5,1,1,16,0,4,1,4.7,1,0,,140,14.4,0,8,0,0,8,0,16,30,0,8,16,30,8,30,1,3,260,3.6,8,0,0,0,8,8,24,8,0,0,30,30,4,30,1,4,200,6.3,0,24,0,12,16,0,0,0,0,30,12,8,8,30,0,,140,11.7,0,30,0,8,4,0,8,0,0,0,12,30,12,4,1,3,320,9,12,0,0,8,0,0,16,0,24,0,8,12,4,4,0,,260,14.4,0,24,0,16,16,16,0,0,0,0,12,8,16,4,27,0,0,2,1,2,0,3,,98188,1,0,1,1,1,3,Rachel
dMbMnqNdaUhhMy90TA8d,1,1,N4,4,1,1,12,1,12,1,11,0,,40,2,1,0,24,4,1,4.7,0,1,4,0,16,1,4.7,0,0,0,0,20,0,4.9,0,1,0,24,8,1,4.1,1,1,0,0,20,1,4.3,1,1,0,16,12,1,4.9,1,1,5,130,7.7,0,30,4,0,0,12,0,30,30,0,12,12,30,16,1,3,40,7.7,16,0,0,8,0,12,24,0,30,0,12,8,8,8,0,,70,11,0,16,8,0,0,12,0,8,30,0,12,12,12,30,1,4,70,7.7,0,8,0,0,8,16,24,8,0,0,30,16,4,8,0,,40,11,4,0,0,12,0,8,0,0,8,0,16,12,8,4,1,4,160,11,0,8,0,0,4,0,24,24,0,30,16,8,12,30,31,0,0,2,1,2,0,3,,98168,3,0,7,7,1,3,
f2wYGGgh6zjlwWUzG7HB,1,1,N4,4,2,1,4,1,10,1,10,1,300,100,2,0,0,8,20,0,4.1,0,1,0,30,4,1,4.9,0,1,0,24,20,1,4.3,1,1,12,0,16,0,4.5,1,0,0,24,12,1,4.9,1,1,12,0,20,1,4.9,1,0,,120,13,0,24,0,12,0,0,8,0,8,30,12,16,30,12,1,5,480,7,4,0,0,8,0,12,30,0,8,0,4,30,4,4,0,,300,10,12,0,12,8,0,0,0,0,16,24,12,12,30,30,1,3,210,7,16,0,12,0,8,0,0,30,0,8,4,8,30,4,1,2,480,4,0,16,8,8,0,16,0,0,30,0,30,16,30,30,0,,390,16,4,0,0,0,0,0,0,24,8,16,12,12,30,30,22,0,0,2,1,3,1,,,98106,10,5,6,6,3,3,Rachel
s7Nl26Yifgwy29XkhXBq,1,1,N4,4,1,0,0,0,0,0,,1,200,0,0,0,0,8,20,0,4.1,0,1,0,30,4,1,4.9,0,1,0,24,20,1,4.3,1,1,12,0,16,0,4.5,1,1,0,24,12,1,4.9,1,1,12,0,20,1,4.9,1,1,3,260,5.6,12,0,8,4,12,0,0,0,0,8,16,8,12,12,1,3,320,8,16,0,0,0,8,0,8,24,0,30,30,4,8,12,1,2,200,12.8,0,8,0,16,12,0,16,0,0,0,16,8,16,12,1,3,80,5.6,4,0,16,0,8,4,0,24,0,0,12,16,16,30,1,3,200,5.6,12,0,8,12,12,8,0,0,0,0,8,30,4,12,0,,200,12.8,12,0,8,16,4,4,0,0,0,0,30,8,12,30,0,0,0,5,0,5,0,1,,98155,2,0,,,1,3,
0ChAg0NIpnJaTaR0HfRo,,1,N4,0,1,1,8.5,1,18,1,10,1,250,15,0,1,4,0,16,0,4.1,0,1,0,0,16,1,4.3,0,1,0,8,16,0,4.7,0,1,0,30,4,0,4.3,1,1,0,24,16,1,4.9,1,1,0,24,16,0,4.9,1,0,,100,13,0,24,0,12,0,0,8,0,8,30,12,16,30,12,0,,400,7,4,0,0,8,0,12,30,0,8,0,4,30,4,4,0,,250,10,12,0,12,8,0,0,0,0,16,24,12,12,30,30,1,3,175,7,16,0,12,0,8,0,0,30,0,8,4,8,30,4,1,2,400,4,0,16,8,8,0,16,0,0,30,0,30,16,30,30,0,,325,16,4,0,0,0,0,0,0,24,8,16,12,12,30,30,44,0,1,6,0,5,0,3,,98126,2,0,9,8,3,3,
RbnoDceznRtHFfg3LbsL,,1,N4,4,1,0,0,0,0,0,,0,,15,0,1,0,16,12,0,4.5,0,1,12,0,16,0,4.5,0,1,16,0,4,1,4.1,1,1,0,0,16,1,4.5,1,1,0,16,8,0,4.7,1,1,16,0,12,0,4.9,1,1,3,160,8,0,24,0,0,16,4,0,24,0,0,16,30,4,8,1,3,70,8,12,0,8,16,0,0,0,0,8,0,16,16,16,16,1,3,70,10.4,8,0,0,0,0,0,30,8,30,8,16,12,8,30,1,3,130,10.4,12,0,16,0,4,0,0,30,0,30,30,16,16,30,0,,160,12.8,0,24,8,16,0,0,0,0,16,30,12,12,8,30,1,3,70,3.2,0,8,16,0,4,8,0,0,0,0,8,4,16,12,44,0,0,2,1,5,0,3,,98105,7,3,6,6,1,3,
0FcF2bfDHuuYoIj7szxD,1,1,N4,4,2,0,0,0,0,1,12,1,275,90,8,1,0,16,4,0,4.1,0,,0,24,8,1,4.7,0,1,0,24,8,0,4.9,0,0,0,0,16,1,4.1,1,1,0,24,8,1,4.7,1,1,0,30,20,1,4.9,1,0,,357.5,15.6,0,0,0,0,16,12,16,16,0,0,12,4,8,8,0,,357.5,12,0,24,12,0,0,0,0,8,0,8,12,8,8,4,0,,275,15.6,16,0,0,12,12,0,8,0,0,16,12,12,8,4,0,,440,19.2,12,0,0,16,0,0,0,0,24,16,30,8,4,16,0,,275,15.6,4,0,0,4,16,0,8,0,0,0,12,8,4,4,0,,110,8.4,0,30,0,0,0,12,24,24,24,0,12,4,30,4,40,0,0,2,1,5,0,3,,98444,1,0,7,7,2,3,Rachel
mRpDTuOw7EKy8zW6Thuz,,1,N4,4,2,1,15,1,12,1,9,1,150,80,5,1,0,16,4,0,4.1,0,1,0,24,8,1,4.7,0,1,0,24,8,0,4.9,0,0,0,0,16,1,4.1,1,0,0,24,8,1,4.7,1,0,0,30,20,1,4.9,1,0,,240,9,0,30,8,0,16,0,0,16,0,8,8,8,16,8,1,3,105,9,16,0,12,12,0,0,0,0,30,30,12,8,8,4,1,3,105,9,8,0,12,0,0,0,0,8,30,0,4,4,8,30,0,,240,6.3,0,30,12,4,16,8,0,0,0,0,30,4,8,4,1,3,240,3.6,4,0,0,4,8,12,8,0,0,0,4,30,16,8,1,3,105,6.3,4,0,0,4,12,0,24,0,0,0,4,12,8,16,31,0,0,4,1,3,0,3,,98188,5,3,6,6,2,3,
ESLkeElq6dSrOWvdV1Gi,1,,N4,4,2,1,8,1,21,1,9,1,200,80,1,1,4,0,12,1,4.9,0,1,0,16,8,0,4.1,1,1,0,30,12,1,4.7,1,1,12,0,16,1,4.7,1,1,8,0,8,0,4.7,1,1,8,0,16,1,4.9,1,0,,260,11.7,0,30,0,16,0,0,0,0,30,0,4,16,4,30,1,2,140,3.6,0,24,0,4,8,0,16,0,0,0,4,4,12,12,1,2,260,6.3,0,16,0,4,0,0,8,0,16,24,4,8,16,4,0,,80,14.4,16,0,16,0,0,4,0,8,0,0,30,30,30,4,1,3,140,6.3,0,0,4,8,0,0,0,0,30,8,12,30,8,4,1,3,200,3.6,8,0,12,16,8,0,0,0,0,30,30,8,4,4,37,0,0,4,1,5,0,3,,98198,6,2,9,7,1,3,
McM98YjTIbWNxpQ9nLHr,1,1,N4,3,1,0,0,0,0,,,0,,30,0,1,8,0,4,1,4.5,0,1,0,16,16,1,4.5,0,1,0,16,4,1,4.1,1,0,4,0,20,1,4.1,1,1,0,0,8,1,4.3,1,1,0,0,8,1,4.7,1,0,,70,5.6,0,30,16,8,16,0,0,0,0,0,16,4,30,4,0,,40,8,0,8,0,16,0,12,24,0,24,0,16,30,4,8,1,4,130,8,0,30,8,0,0,16,0,8,0,0,12,12,4,4,0,,40,8,0,24,8,0,0,16,0,0,30,0,8,30,4,8,0,,40,5.6,8,0,12,8,0,0,0,0,0,0,30,12,12,8,1,3,70,5.6,12,0,0,4,0,12,16,0,0,0,12,8,8,4,31,0,0,2,1,3,0,3,,98188,1,1,6,6,1,3,Rachel
14A3azOW9rAwIcnx2gGE,,1,N4,0,1,0,0,1,5,1,8,0,,40,20,1,8,0,4,1,4.5,0,1,0,16,16,1,4.5,0,1,0,16,4,1,4.1,1,1,4,0,20,1,4.1,1,1,0,0,8,1,4.3,1,1,0,0,8,1,4.7,1,1,2,70,5.6,0,30,16,8,16,0,0,0,0,0,16,4,30,4,1,3,40,8,0,8,0,16,0,12,24,0,24,0,16,30,4,8,1,5,130,8,0,30,8,0,0,16,0,8,0,0,12,12,4,4,1,5,40,8,0,24,8,0,0,16,0,0,30,0,8,30,4,8,1,3,40,5.6,8,0,12,8,0,0,0,0,0,0,30,12,12,8,1,3,70,5.6,12,0,0,4,0,12,16,0,0,0,12,8,8,4,34,0,0,2,1,2,0,3,,98188,1,0,7,7,2,3,
f82jHEAfQWTdkAKcPIks,,1,N4,4,2,0,0,0,0,0,,,,,,1,8,0,4,1,4.1,0,1,16,0,8,1,4.1,0,1,0,30,4,0,4.3,0,1,8,0,4,1,4.9,0,1,0,30,12,0,4.5,1,1,4,0,4,0,4.9,1,0,,100,8,0,8,8,0,0,0,0,0,24,0,12,30,8,4,0,,70,10.4,4,0,0,8,4,0,30,0,0,8,8,4,16,30,1,2,100,3.2,0,0,0,12,0,0,24,0,0,0,12,16,4,16,1,0,160,3.2,12,0,12,4,8,4,0,0,0,0,8,4,12,30,0,,130,8,0,8,0,16,4,12,0,0,0,0,16,4,12,4,1,3,160,3.2,16,0,8,0,0,4,0,16,8,0,12,16,8,30,30,0,0,1,1,5,0,3,,12345,,,,,1,3,Rachel
tDYhkSCGS0H0wZZNHKCm,1,1,N4,0,1,0,0,0,0,1,8,0,,75,5,1,8,0,8,0,4.3,0,1,16,0,20,0,4.5,0,1,4,0,4,0,4.9,0,1,0,8,4,1,4.1,1,1,16,0,12,1,4.3,1,1,12,0,4,1,4.7,1,0,,130,12.8,0,30,16,0,8,0,0,16,0,16,16,30,12,12,0,,130,10.4,0,8,0,8,0,0,16,0,0,0,30,8,16,8,0,,40,12.8,0,16,0,0,16,0,8,30,0,16,16,4,30,4,1,3,40,8,12,0,12,0,0,0,0,16,30,24,12,16,4,4,1,3,100,5.6,16,0,0,0,4,12,30,30,0,0,8,30,12,16,1,3,40,8,16,0,8,0,0,0,0,16,0,0,12,30,16,12,55,0,0,4,1,2,0,3,,98372,1,0,5,5,1,3,
EewNSeth5sxiRyq3oLkx,,1,N4,4,1,1,12,1,23,1,10,1,200,59,12,0,8,0,4,1,4.1,0,0,16,0,8,1,4.1,0,0,0,30,4,0,4.3,0,1,8,0,4,1,4.9,0,0,0,30,12,0,4.5,1,1,4,0,4,0,4.9,1,0,,200,10,0,8,8,0,0,0,0,0,24,0,12,30,8,4,0,,140,13,4,0,0,8,4,0,30,0,0,8,8,4,16,30,1,2,200,4,0,0,0,12,0,0,24,0,0,0,12,16,4,16,1,3,320,4,12,0,12,4,8,4,0,0,0,0,8,4,12,30,0,,260,10,0,8,0,16,4,12,0,0,0,0,16,4,12,4,1,3,320,4,16,0,8,0,0,4,0,16,8,0,12,16,8,30,45,0,0,1,1,4,0,3,,98087,1,0,7,7,2,3,
vltUUPIiPoZT8LJW8C4Q,1,1,N4,3,1,0,0,0,0,1,5,1,200,25,2,1,0,16,8,0,4.1,0,0,8,0,16,1,4.3,0,1,4,0,8,1,4.9,0,0,0,30,20,0,4.1,1,1,0,16,12,1,4.5,1,1,12,0,8,1,4.9,1,1,2,200,8,4,0,0,8,8,0,0,0,0,16,12,8,30,8,1,5,200,5,0,24,12,16,0,0,0,0,30,0,30,30,16,8,1,2,260,3.5,0,8,12,16,0,16,0,0,30,0,8,8,16,30,1,3,320,6.5,16,0,16,0,0,0,0,24,0,0,8,16,16,30,1,5,80,2,0,24,0,0,16,4,0,16,0,0,4,30,30,8,1,3,80,8,0,8,0,0,0,0,30,30,30,0,16,4,12,12,34,0,0,2,1,5,0,3,,98168,2,0,7,7,1,3,No
rKglz2NZ7qJQuS2JyYYu,1,,N4,4,1,1,10,1,22,0,,0,,60,5,0,0,30,20,0,4.1,0,1,0,30,8,1,4.5,0,1,0,0,4,0,4.7,0,1,4,0,12,1,4.7,1,0,0,0,20,0,4.7,1,0,4,0,12,0,4.9,1,1,1,130,3.2,12,0,8,0,0,0,0,16,0,24,4,16,16,30,1,3,40,3.2,8,0,0,4,8,0,30,0,0,8,30,16,30,16,1,4,40,3.2,4,0,4,0,12,0,0,8,0,16,30,12,8,30,1,1,40,10.4,0,0,8,12,4,0,0,0,0,24,8,16,4,16,1,5,160,10.4,0,8,0,0,4,12,24,30,0,0,30,4,30,4,1,3,70,12.8,4,0,0,4,4,0,0,0,0,30,8,4,8,16,25,0,0,1,1,4,0,3,,98092,7,1,7,4,1,3,No
X0wpyFYj0UAR0o39Gcw0,,1,N4,4,2,0,0,0,0,0,,0,,3,0,1,4,0,8,1,4.1,0,1,4,0,4,0,4.7,0,1,0,24,16,1,4.1,1,1,4,0,16,1,4.3,1,1,16,0,20,1,4.9,1,1,16,0,20,0,4.9,1,1,4,70,3.2,8,0,4,8,16,0,0,0,0,8,12,4,4,12,0,,160,5.6,12,0,0,12,0,0,30,0,24,24,12,8,4,8,0,,160,10.4,8,0,0,4,0,16,0,0,8,0,8,16,8,4,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,32,0,0,2,1,6,0,1,,98188,2,0,9,9,1,3,No
hHW2Q0NeX1aIW6uOCI6d,1,1,N4,4,1,1,14,1,22,1,8,1,200,74,3,1,12,0,12,1,4.1,0,1,0,16,4,1,4.5,0,1,0,24,20,0,4.5,0,1,0,0,12,1,4.7,0,1,12,0,16,0,4.3,1,1,0,24,8,1,4.9,1,0,,80,8,0,30,0,0,4,0,24,8,0,8,8,16,16,12,1,2,320,3.2,0,8,0,4,0,0,16,0,24,16,16,12,8,8,1,4,320,8,8,0,0,16,16,0,16,0,0,8,30,12,4,16,1,2,200,5.6,4,0,0,12,8,0,0,0,0,16,12,4,8,12,0,,80,5.6,0,24,0,0,0,0,8,30,0,24,12,8,30,12,1,3,140,5.6,8,0,12,8,0,0,0,0,0,24,8,16,8,4,34,0,0,1,1,2,0,2,,98002,5,1,6,6,1,3,No
gr3mVqVexICD362LUqoi,1,,N4,4,1,1,7.25,0,0,1,8,1,450,30,2,1,16,0,8,1,4.1,0,1,0,24,8,1,4.7,0,1,0,8,20,1,4.7,0,1,0,24,8,1,4.3,1,1,0,30,20,0,4.5,1,1,8,0,20,1,4.7,1,0,,0,3.2,0,30,8,0,0,0,0,16,8,24,4,30,12,4,1,3,0,3.2,4,0,8,0,0,0,0,24,16,8,30,12,12,4,0,,0,10.4,0,8,0,4,0,0,24,0,16,0,16,12,16,16,1,2,0,8,0,0,0,16,0,0,24,0,30,16,16,12,8,12,1,1,0,12.8,0,24,4,8,0,0,0,0,8,8,4,8,30,16,1,4,0,3.2,0,24,0,12,4,16,16,0,0,0,12,30,8,30,26,0,0,2,0,5,0,2,,98102,3,1,6,5,2,4,No questions
QZKQ1FkmkGyWmrq8EAxr,1,1,N4,3,1,0,0,0,0,0,,0,,0,0,1,8,0,20,0,4.1,0,1,0,0,12,1,4.3,0,1,0,0,20,1,4.3,0,1,8,0,4,0,4.3,0,1,0,8,20,0,4.3,0,1,8,0,16,1,4.7,1,0,,40,5.6,0,8,0,0,0,8,8,24,8,0,12,16,8,4,0,,70,10.4,0,0,0,12,0,0,8,0,0,8,30,16,30,4,0,,100,12.8,8,0,0,0,0,0,16,30,24,30,30,16,12,30,0,,40,12.8,0,30,0,16,0,0,0,0,0,16,16,16,12,4,1,3,130,5.6,8,0,0,0,0,0,0,16,16,8,8,16,12,30,0,,130,10.4,16,0,12,0,0,4,0,24,8,0,12,4,12,30,33,0,0,6,0,6,0,1,,98007,1,0,9,9,6,4,"The pay rates in the survey are exceedingly low for Seattle. With the Fare Share legislation rates are significantly higher. I chose to stop driving in nearly all scenarios because if I had been making that little money, I would have stopped driving after an hour or so. It is difficult to determine if I would continue driving or when to start the next shift without context for demand. "
